DATE,YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH,WIND_SPEED,WIND_DIRECTION,WATER_CONSUMPTION,ESTIMATED_POPULATION,DAY_OF_WEEK,IS_WEEKEND,IS_RAINY_SEASON
2013-01-01,2013,1,1,1.0,30.8,24.3,81.0,3,360,5976576.0,1557435.0,1,0,0
2013-01-02,2013,1,2,53.4,27.0,24.4,95.0,1,360,5964319.225806451,1557533.063013699,2,0,0
2013-01-03,2013,1,3,4.2,30.6,24.8,94.0,1,360,5952062.451612903,1557631.126027397,3,0,0
2013-01-04,2013,1,4,0.4,27.0,24.6,92.0,1,360,5939805.677419355,1557729.1890410958,4,0,0
2013-01-05,2013,1,5,0.2,32.0,24.0,83.0,1,360,5927548.903225807,1557827.2520547945,5,1,0
2013-01-06,2013,1,6,20.0,28.2,22.3,91.0,2,360,5915292.129032258,1557925.3150684931,6,1,0
2013-01-07,2013,1,7,13.8,27.1,23.0,89.0,2,360,5903035.354838709,1558023.3780821918,0,0,0
2013-01-08,2013,1,8,0.3,28.7,23.6,88.0,1,360,5890778.580645162,1558121.4410958905,1,0,0
2013-01-09,2013,1,9,3.4,30.0,23.8,88.0,2,360,5878521.806451613,1558219.5041095892,2,0,0
2013-01-10,2013,1,10,0.0,27.2,23.9,90.0,2,360,5866265.0322580645,1558317.5671232876,3,0,0
2013-01-11,2013,1,11,0.0,30.8,25.0,83.0,2,180,5854008.258064516,1558415.6301369865,4,0,0
2013-01-12,2013,1,12,0.4,30.7,24.7,84.0,1,200,5841751.483870968,1558513.693150685,5,1,0
2013-01-13,2013,1,13,0.0,32.7,24.7,82.0,1,180,5829494.70967742,1558611.7561643836,6,1,0
2013-01-14,2013,1,14,110.2,32.6,24.7,86.0,2,220,5817237.935483871,1558709.8191780825,0,0,0
2013-01-15,2013,1,15,1.6,32.9,23.8,82.0,2,70,5804981.161290322,1558807.8821917807,1,0,0
2013-01-16,2013,1,16,0.4,32.4,24.1,82.0,2,360,5792724.387096774,1558905.9452054794,2,0,0
2013-01-17,2013,1,17,0.0,32.4,24.4,79.0,2,180,5780467.612903226,1559004.008219178,3,0,0
2013-01-18,2013,1,18,0.2,32.6,24.7,77.0,3,360,5768210.838709678,1559102.0712328767,4,0,0
2013-01-19,2013,1,19,47.8,28.2,23.2,93.0,3,360,5755954.064516129,1559200.1342465754,5,1,0
2013-01-20,2013,1,20,17.4,26.1,23.4,86.0,2,40,5743697.29032258,1559298.197260274,6,1,0
2013-01-21,2013,1,21,20.9,26.7,23.6,92.0,2,360,5731440.516129033,1559396.2602739723,0,0,0
2013-01-22,2013,1,22,23.2,25.4,21.2,93.0,3,360,5719183.741935484,1559494.3232876712,1,0,0
2013-01-23,2013,1,23,0.0,31.0,23.7,81.0,2,360,5706926.967741936,1559592.38630137,2,0,0
2013-01-24,2013,1,24,12.8,31.4,24.3,84.0,2,360,5694670.193548387,1559690.4493150683,3,0,0
2013-01-25,2013,1,25,11.1,33.0,24.2,83.0,1,40,5682413.419354838,1559788.5123287672,4,0,0
2013-01-26,2013,1,26,33.4,31.0,23.6,89.0,2,360,5670156.645161291,1559886.5753424657,5,1,0
2013-01-27,2013,1,27,34.8,32.1,24.5,83.0,2,40,5657899.870967742,1559984.6383561643,6,1,0
2013-01-28,2013,1,28,0.0,30.2,23.6,88.0,2,360,5645643.096774193,1560082.701369863,0,0,0
2013-01-29,2013,1,29,0.0,31.6,24.3,83.0,2,360,5633386.322580645,1560180.7643835617,1,0,0
2013-01-30,2013,1,30,19.6,29.0,24.4,88.0,1,20,5621129.548387097,1560278.8273972603,2,0,0
2013-01-31,2013,1,31,0.0,32.8,23.2,78.0,2,360,5608872.774193549,1560376.8904109588,3,0,0
2013-02-01,2013,2,1,0.0,32.6,24.4,79.0,2,90,5596616.0,1560474.9534246577,4,0,0
2013-02-02,2013,2,2,0.0,30.2,24.6,80.0,3,360,5595209.25,1560573.016438356,5,1,0
2013-02-03,2013,2,3,0.0,32.3,23.5,70.0,3,360,5593802.5,1560671.0794520548,6,1,0
2013-02-04,2013,2,4,0.0,31.5,24.9,80.0,3,360,5592395.75,1560769.1424657537,0,0,0
2013-02-05,2013,2,5,0.0,32.4,23.9,76.0,2,180,5590989.0,1560867.2054794522,1,0,0
2013-02-06,2013,2,6,0.0,31.6,23.2,80.0,1,360,5589582.25,1560965.2684931506,2,0,0
2013-02-07,2013,2,7,0.0,33.0,24.6,75.0,2,360,5588175.5,1561063.3315068493,3,0,0
2013-02-08,2013,2,8,0.0,30.6,24.6,79.0,2,360,5586768.75,1561161.394520548,4,0,0
2013-02-09,2013,2,9,54.0,32.1,23.6,83.0,2,40,5585362.0,1561259.4575342466,5,1,0
2013-02-10,2013,2,10,0.0,31.1,22.9,77.0,2,360,5583955.25,1561357.5205479453,6,1,0
2013-02-11,2013,2,11,0.0,31.9,23.9,78.0,2,360,5582548.5,1561455.5835616435,0,0,0
2013-02-12,2013,2,12,0.0,32.0,23.6,78.0,2,360,5581141.75,1561553.6465753424,1,0,0
2013-02-13,2013,2,13,0.0,32.1,24.2,77.0,2,360,5579735.0,1561651.709589041,2,0,0
2013-02-14,2013,2,14,0.0,32.8,23.8,73.0,2,360,5578328.25,1561749.7726027395,3,0,0
2013-02-15,2013,2,15,0.0,31.5,24.9,80.0,3,20,5576921.5,1561847.8356164384,4,0,0
2013-02-16,2013,2,16,1.6,30.0,24.2,79.0,4,360,5575514.75,1561945.898630137,5,1,0
2013-02-17,2013,2,17,5.2,30.0,23.7,82.0,3,360,5574108.0,1562043.9616438355,6,1,0
2013-02-18,2013,2,18,64.1,28.6,23.7,91.0,3,360,5572701.25,1562142.0246575342,0,0,0
2013-02-19,2013,2,19,7.2,28.8,25.1,91.0,1,360,5571294.5,1562240.0876712329,1,0,0
2013-02-20,2013,2,20,20.8,31.3,24.0,88.0,1,360,5569887.75,1562338.1506849315,2,0,0
2013-02-21,2013,2,21,20.2,32.0,25.3,86.0,1,90,5568481.0,1562436.2136986302,3,0,0
2013-02-22,2013,2,22,37.5,28.0,24.2,94.0,1,360,5567074.25,1562534.276712329,4,0,0
2013-02-23,2013,2,23,1.4,31.7,24.6,83.0,3,360,5565667.5,1562632.339726027,5,1,0
2013-02-24,2013,2,24,0.0,32.6,23.5,79.0,2,360,5564260.75,1562730.402739726,6,1,0
2013-02-25,2013,2,25,0.0,32.3,24.4,75.0,2,360,5562854.0,1562828.465753425,0,0,0
2013-02-26,2013,2,26,0.0,32.1,24.6,79.0,2,360,5561447.25,1562926.5287671234,1,0,0
2013-02-27,2013,2,27,0.0,32.3,24.2,77.0,3,360,5560040.5,1563024.591780822,2,0,0
2013-02-28,2013,2,28,0.0,33.5,24.2,71.0,3,360,5558633.75,1563122.6547945205,3,0,0
2013-03-01,2013,3,1,0.0,32.6,25.0,71.0,3,360,5557227.0,1563220.7178082191,4,0,0
2013-03-02,2013,3,2,0.0,33.7,25.2,71.0,4,360,5564030.612903226,1563318.7808219178,5,1,0
2013-03-03,2013,3,3,0.0,33.1,24.6,78.0,4,360,5570834.225806451,1563416.8438356165,6,1,0
2013-03-04,2013,3,4,8.6,29.5,23.9,82.0,2,360,5577637.838709678,1563514.9068493152,0,0,0
2013-03-05,2013,3,5,0.0,32.2,24.3,76.0,4,360,5584441.451612903,1563612.9698630136,1,0,0
2013-03-06,2013,3,6,0.0,29.8,24.9,79.0,3,360,5591245.064516129,1563711.0328767125,2,0,0
2013-03-07,2013,3,7,1.6,33.0,24.6,79.0,2,360,5598048.677419355,1563809.095890411,3,0,0
2013-03-08,2013,3,8,4.5,31.7,25.2,82.0,2,360,5604852.29032258,1563907.1589041096,4,0,0
2013-03-09,2013,3,9,0.0,32.4,24.8,82.0,2,40,5611655.903225807,1564005.2219178083,5,1,0
2013-03-10,2013,3,10,13.0,32.6,24.0,85.0,2,40,5618459.516129033,1564103.284931507,6,1,0
2013-03-11,2013,3,11,2.4,33.4,23.8,79.0,2,360,5625263.129032258,1564201.3479452054,0,0,0
2013-03-12,2013,3,12,1.0,32.6,24.7,79.0,2,70,5632066.741935484,1564299.410958904,1,0,0
2013-03-13,2013,3,13,0.0,33.0,24.3,75.0,2,360,5638870.354838709,1564397.4739726027,2,0,0
2013-03-14,2013,3,14,0.0,33.7,24.0,69.0,2,360,5645673.967741936,1564495.5369863014,3,0,0
2013-03-15,2013,3,15,0.0,33.1,23.9,68.0,3,360,5652477.580645162,1564593.6,4,0,0
2013-03-16,2013,3,16,4.2,32.0,23.9,78.0,3,360,5659281.193548387,1564691.6630136983,5,1,0
2013-03-17,2013,3,17,0.1,30.8,23.4,82.0,3,360,5666084.806451613,1564789.7260273972,6,1,0
2013-03-18,2013,3,18,4.1,33.0,24.8,76.0,2,180,5672888.419354838,1564887.789041096,0,0,0
2013-03-19,2013,3,19,0.0,33.4,23.4,78.0,2,360,5679692.0322580645,1564985.8520547946,1,0,0
2013-03-20,2013,3,20,0.8,33.6,24.5,71.0,2,360,5686495.645161291,1565083.9150684932,2,0,0
2013-03-21,2013,3,21,0.0,32.0,24.4,81.0,2,360,5693299.258064516,1565181.9780821917,3,0,0
2013-03-22,2013,3,22,0.0,31.9,24.9,80.0,1,180,5700102.870967742,1565280.0410958903,4,0,0
2013-03-23,2013,3,23,0.1,33.0,24.9,76.0,2,360,5706906.483870968,1565378.104109589,5,1,0
2013-03-24,2013,3,24,18.2,33.7,24.6,76.0,2,360,5713710.096774193,1565476.1671232877,6,1,0
2013-03-25,2013,3,25,0.3,33.4,24.2,78.0,2,360,5720513.70967742,1565574.2301369864,0,0,0
2013-03-26,2013,3,26,0.0,33.5,26.2,75.0,2,40,5727317.322580645,1565672.293150685,1,0,0
2013-03-27,2013,3,27,1.1,34.3,24.6,79.0,2,360,5734120.935483871,1565770.3561643837,2,0,0
2013-03-28,2013,3,28,0.0,33.9,24.6,70.0,2,360,5740924.548387097,1565868.419178082,3,0,0
2013-03-29,2013,3,29,0.0,33.3,25.8,72.0,3,360,5747728.161290322,1565966.4821917808,4,0,0
2013-03-30,2013,3,30,0.0,33.6,26.6,73.0,2,360,5754531.774193549,1566064.5452054795,5,1,0
2013-03-31,2013,3,31,0.0,34.0,25.8,74.0,2,360,5761335.387096774,1566162.6082191782,6,1,0
2013-04-01,2013,4,1,4.7,32.3,23.8,88.0,2,360,5768139.0,1566260.6712328766,0,0,0
2013-04-02,2013,4,2,0.0,32.8,25.0,78.0,2,40,5777776.8,1566358.7342465753,1,0,0
2013-04-03,2013,4,3,0.4,33.8,25.8,75.0,2,90,5787414.6,1566456.797260274,2,0,0
2013-04-04,2013,4,4,1.0,31.8,26.0,80.0,2,180,5797052.4,1566554.8602739726,3,0,0
2013-04-05,2013,4,5,0.0,32.9,25.6,79.0,2,180,5806690.2,1566652.9232876713,4,0,0
2013-04-06,2013,4,6,0.0,34.2,26.9,75.0,2,180,5816328.0,1566750.98630137,5,1,0
2013-04-07,2013,4,7,1.0,35.6,26.3,75.0,2,40,5825965.8,1566849.0493150684,6,1,0
2013-04-08,2013,4,8,8.7,32.7,24.9,80.0,2,360,5835603.6,1566947.112328767,0,0,0
2013-04-09,2013,4,9,2.0,27.0,23.6,90.0,2,360,5845241.4,1567045.1753424658,1,0,0
2013-04-10,2013,4,10,83.6,31.8,24.6,82.0,2,360,5854879.2,1567143.2383561644,2,0,0
2013-04-11,2013,4,11,0.0,33.7,24.3,71.0,2,360,5864517.0,1567241.301369863,3,0,0
2013-04-12,2013,4,12,8.0,32.0,24.2,84.0,3,360,5874154.8,1567339.3643835615,4,0,0
2013-04-13,2013,4,13,0.0,33.2,25.0,79.0,2,40,5883792.6,1567437.4273972602,5,1,0
2013-04-14,2013,4,14,0.6,33.6,24.4,78.0,2,360,5893430.4,1567535.4904109589,6,1,0
2013-04-15,2013,4,15,0.0,33.8,25.7,77.0,2,180,5903068.2,1567633.5534246576,0,0,0
2013-04-16,2013,4,16,0.0,33.6,25.3,77.0,2,70,5912706.0,1567731.6164383562,1,0,0
2013-04-17,2013,4,17,0.4,32.3,24.8,80.0,2,70,5922343.8,1567829.679452055,2,0,0
2013-04-18,2013,4,18,0.4,33.1,25.1,79.0,2,360,5931981.6,1567927.742465753,3,0,0
2013-04-19,2013,4,19,0.0,29.2,25.1,86.0,2,360,5941619.4,1568025.805479452,4,0,0
2013-04-20,2013,4,20,0.6,33.6,24.2,79.0,2,180,5951257.2,1568123.8684931507,5,1,0
2013-04-21,2013,4,21,1.6,31.8,24.6,83.0,2,360,5960895.0,1568221.9315068494,6,1,0
2013-04-22,2013,4,22,0.0,34.4,24.6,74.0,2,360,5970532.8,1568319.994520548,0,0,0
2013-04-23,2013,4,23,0.0,33.7,23.8,70.0,2,40,5980170.6,1568418.0575342465,1,0,0
2013-04-24,2013,4,24,3.6,34.0,24.9,76.0,2,360,5989808.4,1568516.1205479451,2,0,0
2013-04-25,2013,4,25,0.0,30.9,24.2,81.0,2,360,5999446.2,1568614.1835616438,3,0,0
2013-04-26,2013,4,26,5.2,33.7,24.1,79.0,2,90,6009084.0,1568712.2465753425,4,0,0
2013-04-27,2013,4,27,2.3,32.0,24.2,86.0,1,360,6018721.8,1568810.3095890412,5,1,0
2013-04-28,2013,4,28,0.0,33.4,24.6,74.0,2,360,6028359.6,1568908.3726027398,6,1,0
2013-04-29,2013,4,29,0.0,33.8,25.6,74.0,2,180,6037997.4,1569006.4356164385,0,0,0
2013-04-30,2013,4,30,0.0,34.4,25.3,73.0,2,70,6047635.2,1569104.498630137,1,0,0
2013-05-01,2013,5,1,0.2,34.5,26.4,76.0,2,70,6057273.0,1569202.5616438356,2,0,0
2013-05-02,2013,5,2,0.0,32.8,25.6,79.0,2,220,6048373.096774193,1569300.6246575343,3,0,0
2013-05-03,2013,5,3,0.0,33.1,25.2,79.0,2,180,6039473.193548387,1569398.687671233,4,0,0
2013-05-04,2013,5,4,0.0,34.5,25.8,66.0,2,360,6030573.29032258,1569496.7506849314,5,1,0
2013-05-05,2013,5,5,0.0,33.0,25.6,78.0,2,360,6021673.387096774,1569594.81369863,6,1,0
2013-05-06,2013,5,6,0.0,32.9,26.1,79.0,1,360,6012773.483870967,1569692.8767123288,0,0,0
2013-05-07,2013,5,7,9.0,32.8,25.8,88.0,1,40,6003873.580645162,1569790.9397260274,1,0,0
2013-05-08,2013,5,8,0.0,31.7,24.3,84.0,1,180,5994973.677419355,1569889.002739726,2,0,0
2013-05-09,2013,5,9,0.0,31.0,26.0,83.0,1,180,5986073.774193549,1569987.0657534248,3,0,0
2013-05-10,2013,5,10,12.5,31.8,24.2,87.0,2,180,5977173.870967742,1570085.1287671232,4,0,0
2013-05-11,2013,5,11,0.0,32.7,25.2,80.0,2,180,5968273.967741936,1570183.191780822,5,1,0
2013-05-12,2013,5,12,15.8,33.3,25.4,88.0,1,180,5959374.064516129,1570281.2547945206,6,1,0
2013-05-13,2013,5,13,5.2,33.6,24.5,83.0,1,180,5950474.161290322,1570379.3178082192,0,0,0
2013-05-14,2013,5,14,0.0,32.2,24.6,85.0,1,180,5941574.258064516,1570477.380821918,1,0,0
2013-05-15,2013,5,15,0.0,32.1,26.0,82.0,2,180,5932674.354838709,1570575.4438356163,2,0,0
2013-05-16,2013,5,16,3.6,33.0,25.3,83.0,2,180,5923774.451612903,1570673.506849315,3,0,0
2013-05-17,2013,5,17,7.2,33.2,25.7,83.0,2,180,5914874.548387097,1570771.5698630137,4,0,0
2013-05-18,2013,5,18,0.1,32.7,24.9,83.0,1,180,5905974.645161291,1570869.6328767124,5,1,0
2013-05-19,2013,5,19,0.0,32.9,24.9,78.0,2,180,5897074.741935484,1570967.695890411,6,1,0
2013-05-20,2013,5,20,0.0,32.8,25.2,78.0,1,180,5888174.838709678,1571065.7589041097,0,0,0
2013-05-21,2013,5,21,0.0,33.6,25.6,78.0,1,180,5879274.935483871,1571163.821917808,1,0,0
2013-05-22,2013,5,22,1.5,32.7,24.9,85.0,1,360,5870375.0322580645,1571261.8849315068,2,0,0
2013-05-23,2013,5,23,60.8,33.1,25.4,79.0,2,70,5861475.129032258,1571359.9479452055,3,0,0
2013-05-24,2013,5,24,0.0,33.5,24.9,79.0,2,180,5852575.225806451,1571458.0109589042,4,0,0
2013-05-25,2013,5,25,0.0,32.8,25.6,80.0,1,180,5843675.322580645,1571556.0739726028,5,1,0
2013-05-26,2013,5,26,0.0,33.0,24.9,79.0,3,180,5834775.419354838,1571654.1369863013,6,1,0
2013-05-27,2013,5,27,10.4,33.8,25.6,74.0,2,180,5825875.516129033,1571752.2,0,0,0
2013-05-28,2013,5,28,2.0,31.0,24.4,86.0,1,70,5816975.612903226,1571850.2630136986,1,0,0
2013-05-29,2013,5,29,0.6,32.7,24.3,80.0,1,360,5808075.70967742,1571948.3260273973,2,0,0
2013-05-30,2013,5,30,0.0,33.8,25.8,78.0,2,70,5799175.806451613,1572046.389041096,3,0,0
2013-05-31,2013,5,31,0.0,33.4,24.9,77.0,1,180,5790275.903225807,1572144.4520547944,4,0,0
2013-06-01,2013,6,1,0.0,33.1,26.6,78.0,1,180,5781376.0,1572242.515068493,5,1,1
2013-06-02,2013,6,2,22.6,32.0,23.1,84.0,2,180,5771578.666666667,1572340.5780821918,6,1,1
2013-06-03,2013,6,3,0.5,33.2,24.7,80.0,2,360,5761781.333333333,1572438.6410958904,0,0,1
2013-06-04,2013,6,4,0.0,33.0,24.6,79.0,1,360,5751984.0,1572536.704109589,1,0,1
2013-06-05,2013,6,5,30.3,32.8,24.6,84.0,2,360,5742186.666666667,1572634.7671232878,2,0,1
2013-06-06,2013,6,6,0.0,29.6,24.8,91.0,1,360,5732389.333333333,1572732.8301369862,3,0,1
2013-06-07,2013,6,7,9.6,32.5,25.3,83.0,1,180,5722592.0,1572830.893150685,4,0,1
2013-06-08,2013,6,8,0.0,32.3,24.2,79.0,1,180,5712794.666666667,1572928.9561643836,5,1,1
2013-06-09,2013,6,9,0.0,32.3,25.6,81.0,1,180,5702997.333333333,1573027.0191780822,6,1,1
2013-06-10,2013,6,10,0.0,33.7,25.6,84.0,2,180,5693200.0,1573125.082191781,0,0,1
2013-06-11,2013,6,11,2.2,33.3,24.8,82.0,2,360,5683402.666666667,1573223.145205479,1,0,1
2013-06-12,2013,6,12,2.2,34.1,24.6,81.0,1,20,5673605.333333333,1573321.208219178,2,0,1
2013-06-13,2013,6,13,15.6,33.0,24.2,83.0,2,90,5663808.0,1573419.2712328767,3,0,1
2013-06-14,2013,6,14,0.2,30.7,25.1,82.0,2,360,5654010.666666667,1573517.3342465754,4,0,1
2013-06-15,2013,6,15,16.5,31.0,23.7,90.0,1,180,5644213.333333333,1573615.397260274,5,1,1
2013-06-16,2013,6,16,0.0,31.3,24.6,85.0,1,90,5634416.0,1573713.4602739727,6,1,1
2013-06-17,2013,6,17,0.0,34.2,25.5,78.0,1,180,5624618.666666667,1573811.5232876712,0,0,1
2013-06-18,2013,6,18,0.0,32.9,25.0,82.0,1,180,5614821.333333333,1573909.5863013698,1,0,1
2013-06-19,2013,6,19,4.0,31.2,24.6,86.0,2,180,5605024.0,1574007.6493150685,2,0,1
2013-06-20,2013,6,20,0.0,30.8,25.4,88.0,1,180,5595226.666666667,1574105.7123287672,3,0,1
2013-06-21,2013,6,21,12.4,32.0,25.6,82.0,1,180,5585429.333333333,1574203.7753424658,4,0,1
2013-06-22,2013,6,22,0.0,33.4,25.6,80.0,1,360,5575632.0,1574301.8383561643,5,1,1
2013-06-23,2013,6,23,4.2,33.2,23.8,84.0,1,360,5565834.666666667,1574399.901369863,6,1,1
2013-06-24,2013,6,24,44.3,33.3,24.5,80.0,2,70,5556037.333333333,1574497.9643835616,0,0,1
2013-06-25,2013,6,25,0.0,29.9,24.7,85.0,2,360,5546240.0,1574596.0273972603,1,0,1
2013-06-26,2013,6,26,0.0,31.2,25.2,84.0,1,360,5536442.666666667,1574694.090410959,2,0,1
2013-06-27,2013,6,27,17.6,32.1,24.1,86.0,1,60,5526645.333333333,1574792.1534246576,3,0,1
2013-06-28,2013,6,28,3.0,29.8,22.6,90.0,1,360,5516848.0,1574890.216438356,4,0,1
2013-06-29,2013,6,29,0.4,30.6,24.2,83.0,1,180,5507050.666666667,1574988.2794520548,5,1,1
2013-06-30,2013,6,30,0.8,33.0,23.6,80.0,2,360,5497253.333333333,1575086.3424657534,6,1,1
2013-07-01,2013,7,1,0.0,33.2,24.8,80.0,1,70,5487456.0,1575184.405479452,0,0,1
2013-07-02,2013,7,2,17.4,33.0,23.6,90.0,2,360,5494830.677419355,1575282.4684931508,1,0,1
2013-07-03,2013,7,3,0.0,31.8,23.9,86.0,1,180,5502205.354838709,1575380.5315068492,2,0,1
2013-07-04,2013,7,4,0.0,32.0,23.4,82.0,1,180,5509580.0322580645,1575478.594520548,3,0,1
2013-07-05,2013,7,5,0.0,31.9,24.4,80.0,2,360,5516954.70967742,1575576.6575342466,4,0,1
2013-07-06,2013,7,6,11.7,32.2,24.2,86.0,2,360,5524329.387096774,1575674.7205479452,5,1,1
2013-07-07,2013,7,7,18.0,32.9,24.6,84.0,2,360,5531704.064516129,1575772.783561644,6,1,1
2013-07-08,2013,7,8,0.0,31.0,23.7,84.0,1,180,5539078.741935484,1575870.8465753426,0,0,1
2013-07-09,2013,7,9,0.0,32.8,23.7,79.0,2,180,5546453.419354838,1575968.909589041,1,0,1
2013-07-10,2013,7,10,0.0,33.0,24.4,80.0,2,180,5553828.096774193,1576066.9726027397,2,0,1
2013-07-11,2013,7,11,25.2,33.0,23.8,82.0,2,180,5561202.774193549,1576165.0356164384,3,0,1
2013-07-12,2013,7,12,0.0,31.9,24.8,85.0,1,180,5568577.451612903,1576263.098630137,4,0,1
2013-07-13,2013,7,13,0.0,31.9,24.8,85.0,1,360,5575952.129032258,1576361.1616438357,5,1,1
2013-07-14,2013,7,14,0.6,31.0,25.0,86.0,1,40,5583326.806451613,1576459.2246575342,6,1,1
2013-07-15,2013,7,15,0.0,31.6,24.4,85.0,2,180,5590701.483870967,1576557.2876712328,0,0,1
2013-07-16,2013,7,16,0.0,33.1,23.6,82.0,2,360,5598076.161290322,1576655.3506849315,1,0,1
2013-07-17,2013,7,17,0.0,32.8,24.6,80.0,2,360,5605450.838709678,1576753.4136986302,2,0,1
2013-07-18,2013,7,18,0.0,32.8,23.8,81.0,2,180,5612825.516129033,1576851.4767123288,3,0,1
2013-07-19,2013,7,19,2.0,32.2,24.4,86.0,1,360,5620200.193548387,1576949.5397260273,4,0,1
2013-07-20,2013,7,20,0.0,31.0,24.3,82.0,1,40,5627574.870967742,1577047.602739726,5,1,1
2013-07-21,2013,7,21,4.6,31.3,24.5,81.0,1,90,5634949.548387097,1577145.6657534246,6,1,1
2013-07-22,2013,7,22,15.6,29.7,24.0,89.0,1,180,5642324.225806451,1577243.7287671233,0,0,1
2013-07-23,2013,7,23,0.0,32.1,24.9,79.0,1,180,5649698.903225807,1577341.791780822,1,0,1
2013-07-24,2013,7,24,2.0,34.0,23.2,76.0,1,180,5657073.580645162,1577439.854794521,2,0,1
2013-07-25,2013,7,25,0.4,33.1,25.0,76.0,2,180,5664448.258064516,1577537.917808219,3,0,1
2013-07-26,2013,7,26,29.3,29.0,23.8,90.0,1,360,5671822.935483871,1577635.9808219178,4,0,1
2013-07-27,2013,7,27,2.3,31.0,23.4,88.0,1,360,5679197.612903226,1577734.0438356164,5,1,1
2013-07-28,2013,7,28,0.0,33.0,24.6,80.0,1,180,5686572.29032258,1577832.106849315,6,1,1
2013-07-29,2013,7,29,0.0,30.1,24.3,80.0,1,70,5693946.967741936,1577930.1698630138,0,0,1
2013-07-30,2013,7,30,0.0,32.5,24.2,80.0,1,180,5701321.645161291,1578028.2328767122,1,0,1
2013-07-31,2013,7,31,0.0,32.5,25.4,79.0,1,180,5708696.322580645,1578126.295890411,2,0,1
2013-08-01,2013,8,1,0.0,29.8,24.8,85.0,0,0,5716071.0,1578224.3589041096,3,0,1
2013-08-02,2013,8,2,2.2,34.0,24.4,78.0,2,360,5718141.645161291,1578322.4219178082,4,0,1
2013-08-03,2013,8,3,9.0,29.1,23.7,90.0,1,360,5720212.29032258,1578420.484931507,5,1,1
2013-08-04,2013,8,4,7.5,31.0,24.9,83.0,1,180,5722282.935483871,1578518.5479452056,6,1,1
2013-08-05,2013,8,5,0.3,30.6,24.7,84.0,1,180,5724353.580645162,1578616.610958904,0,0,1
2013-08-06,2013,8,6,3.2,32.3,23.0,85.0,1,180,5726424.225806451,1578714.6739726027,1,0,1
2013-08-07,2013,8,7,4.3,27.8,22.9,90.0,1,360,5728494.870967742,1578812.7369863014,2,0,1
2013-08-08,2013,8,8,0.0,30.3,23.4,82.0,1,360,5730565.516129033,1578910.8,3,0,1
2013-08-09,2013,8,9,0.0,33.1,24.6,78.0,2,180,5732636.161290322,1579008.8630136987,4,0,1
2013-08-10,2013,8,10,0.0,32.1,25.8,78.0,2,180,5734706.806451613,1579106.9260273972,5,1,1
2013-08-11,2013,8,11,3.2,32.4,25.6,80.0,2,180,5736777.451612903,1579204.9890410958,6,1,1
2013-08-12,2013,8,12,84.2,30.5,23.9,86.0,1,200,5738848.096774193,1579303.0520547945,0,0,1
2013-08-13,2013,8,13,0.4,30.1,23.6,82.0,1,360,5740918.741935484,1579401.1150684932,1,0,1
2013-08-14,2013,8,14,7.4,32.6,24.0,84.0,1,360,5742989.387096774,1579499.178082192,2,0,1
2013-08-15,2013,8,15,0.6,33.0,25.6,83.0,1,180,5745060.0322580645,1579597.2410958903,3,0,1
2013-08-16,2013,8,16,1.2,32.2,23.6,82.0,1,180,5747130.677419355,1579695.304109589,4,0,1
2013-08-17,2013,8,17,0.5,33.0,25.7,81.0,1,180,5749201.322580645,1579793.3671232876,5,1,1
2013-08-18,2013,8,18,0.0,31.3,24.4,78.0,1,180,5751271.967741936,1579891.4301369863,6,1,1
2013-08-19,2013,8,19,0.0,32.9,24.6,77.0,1,180,5753342.612903226,1579989.493150685,0,0,1
2013-08-20,2013,8,20,0.0,33.0,24.8,75.0,1,180,5755413.258064516,1580087.5561643837,1,0,1
2013-08-21,2013,8,21,26.5,32.2,24.2,79.0,1,180,5757483.903225807,1580185.619178082,2,0,1
2013-08-22,2013,8,22,1.2,29.1,22.9,87.0,1,360,5759554.548387097,1580283.6821917808,3,0,1
2013-08-23,2013,8,23,0.8,29.4,24.3,83.0,1,180,5761625.193548387,1580381.7452054794,4,0,1
2013-08-24,2013,8,24,8.6,30.0,23.3,93.0,1,360,5763695.838709678,1580479.808219178,5,1,1
2013-08-25,2013,8,25,0.0,29.7,23.2,83.0,1,180,5765766.483870967,1580577.8712328768,6,1,1
2013-08-26,2013,8,26,0.2,32.0,24.5,77.0,2,180,5767837.129032258,1580675.9342465757,0,0,1
2013-08-27,2013,8,27,0.0,31.9,25.6,79.0,2,180,5769907.774193549,1580773.997260274,1,0,1
2013-08-28,2013,8,28,24.3,31.0,23.6,90.0,1,180,5771978.419354838,1580872.0602739726,2,0,1
2013-08-29,2013,8,29,0.0,30.8,24.8,88.0,1,180,5774049.064516129,1580970.1232876712,3,0,1
2013-08-30,2013,8,30,0.0,32.9,23.2,81.0,1,360,5776119.70967742,1581068.18630137,4,0,1
2013-08-31,2013,8,31,0.0,32.3,24.2,79.0,2,180,5778190.354838709,1581166.2493150686,5,1,1
2013-09-01,2013,9,1,0.0,32.8,25.0,78.0,2,220,5780261.0,1581264.312328767,6,1,1
2013-09-02,2013,9,2,8.9,34.0,25.4,78.0,2,180,5779407.633333334,1581362.3753424657,0,0,1
2013-09-03,2013,9,3,0.0,32.1,24.6,81.0,2,180,5778554.266666667,1581460.4383561644,1,0,1
2013-09-04,2013,9,4,0.0,33.2,24.4,80.0,1,180,5777700.9,1581558.501369863,2,0,1
