DATE,YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH,WIND_SPEED,WIND_DIRECTION,WATER_CONSUMPTION,ESTIMATED_POPULATION,DAY_OF_WEEK,IS_WEEKEND,IS_RAINY_SEASON
2015-03-10,2015,3,10,0.0,33.2,22.0,63.0,4,360,5828058.580645162,1636830.9780821917,1,0,0
2015-03-11,2015,3,11,0.0,33.9,23.8,65.0,3,360,5833170.645161291,1636933.742465753,2,0,0
2015-03-12,2015,3,12,0.0,34.0,23.8,67.0,2,360,5838282.70967742,1637036.506849315,3,0,0
2015-03-13,2015,3,13,0.0,31.9,24.7,71.0,3,360,5843394.774193549,1637139.2712328767,4,0,0
2015-03-14,2015,3,14,0.0,33.2,24.3,66.0,3,360,5848506.838709678,1637242.0356164384,5,1,0
2015-03-15,2015,3,15,0.0,34.2,23.7,65.0,3,360,5853618.903225807,1637344.8,6,1,0
2015-03-16,2015,3,16,0.4,33.6,23.7,69.0,3,360,5858730.967741936,1637447.5643835615,0,0,0
2015-03-17,2015,3,17,0.0,33.7,23.6,69.0,3,20,5863843.0322580645,1637550.3287671234,1,0,0
2015-03-18,2015,3,18,0.0,34.0,26.0,68.0,3,180,5868955.096774193,1637653.0931506848,2,0,0
2015-03-19,2015,3,19,0.0,33.6,25.3,75.0,2,180,5874067.161290322,1637755.8575342463,3,0,0
2015-03-20,2015,3,20,0.0,32.6,25.1,77.0,3,180,5879179.225806451,1637858.6219178082,4,0,0
2015-03-21,2015,3,21,0.0,33.0,25.7,77.0,3,180,5884291.29032258,1637961.38630137,5,1,0
2015-03-22,2015,3,22,0.0,34.0,23.9,71.0,2,70,5889403.354838709,1638064.1506849315,6,1,0
2015-03-23,2015,3,23,0.0,35.3,26.2,68.0,3,40,5894515.419354838,1638166.9150684932,0,0,0
2015-03-24,2015,3,24,0.4,29.8,24.4,75.0,4,360,5899627.483870967,1638269.679452055,1,0,0
2015-03-25,2015,3,25,1.2,31.2,23.4,78.0,2,360,5904739.548387097,1638372.4438356163,2,0,0
2015-03-26,2015,3,26,0.2,33.0,24.6,75.0,3,360,5909851.612903226,1638475.208219178,3,0,0
2015-03-27,2015,3,27,0.2,32.5,25.4,72.0,3,360,5914963.677419355,1638577.9726027397,4,0,0
2015-03-28,2015,3,28,0.2,31.0,24.0,75.0,3,360,5920075.741935484,1638680.7369863014,5,1,0
2015-03-29,2015,3,29,0.2,32.0,24.9,82.0,2,360,5925187.806451613,1638783.501369863,6,1,0
2015-03-30,2015,3,30,0.1,34.2,24.4,75.0,3,360,5930299.870967742,1638886.2657534247,0,0,0
2015-03-31,2015,3,31,0.0,33.6,23.4,73.0,2,360,5935411.935483871,1638989.0301369864,1,0,0
2015-04-01,2015,4,1,0.0,35.0,24.0,68.0,3,360,5940524.0,1639091.7945205478,2,0,0
2015-04-02,2015,4,2,0.0,34.8,26.6,69.0,3,180,5936078.4,1639194.5589041095,3,0,0
2015-04-03,2015,4,3,0.0,34.0,27.3,76.0,3,180,5931632.8,1639297.3232876712,4,0,0
2015-04-04,2015,4,4,0.0,33.2,26.2,76.0,3,180,5927187.2,1639400.0876712329,5,1,0
2015-04-05,2015,4,5,0.0,34.6,24.7,74.0,3,180,5922741.6,1639502.8520547946,6,1,0
2015-04-06,2015,4,6,0.0,34.7,25.4,73.0,3,360,5918296.0,1639605.6164383562,0,0,0
2015-04-07,2015,4,7,0.0,34.7,24.2,67.0,3,360,5913850.4,1639708.380821918,1,0,0
2015-04-08,2015,4,8,21.4,34.9,25.0,68.0,3,360,5909404.8,1639811.145205479,2,0,0
2015-04-09,2015,4,9,0.0,34.4,25.7,69.0,2,360,5904959.2,1639913.909589041,3,0,0
2015-04-10,2015,4,10,0.0,34.4,25.9,68.0,3,360,5900513.6,1640016.6739726027,4,0,0
2015-04-11,2015,4,11,0.0,35.3,25.0,63.0,3,360,5896068.0,1640119.4383561644,5,1,0
2015-04-12,2015,4,12,0.0,34.0,25.7,71.0,3,360,5891622.4,1640222.202739726,6,1,0
2015-04-13,2015,4,13,1.0,35.0,25.2,74.0,2,40,5887176.8,1640324.9671232875,0,0,0
2015-04-14,2015,4,14,0.2,34.2,25.0,76.0,2,180,5882731.2,1640427.7315068494,1,0,0
2015-04-15,2015,4,15,0.0,35.3,25.2,70.0,3,360,5878285.6,1640530.4958904108,2,0,0
2015-04-16,2015,4,16,8.4,33.1,24.5,75.0,3,360,5873840.0,1640633.2602739723,3,0,0
2015-04-17,2015,4,17,3.4,27.0,23.8,90.0,2,360,5869394.4,1640736.0246575342,4,0,0
2015-04-18,2015,4,18,29.6,34.0,25.2,80.0,2,360,5864948.8,1640838.789041096,5,1,0
2015-04-19,2015,4,19,0.0,32.4,25.0,81.0,2,180,5860503.2,1640941.5534246576,6,1,0
2015-04-20,2015,4,20,0.0,34.4,25.6,71.0,2,180,5856057.6,1641044.3178082192,0,0,0
2015-04-21,2015,4,21,2.9,35.0,25.0,70.0,3,360,5851612.0,1641147.082191781,1,0,0
2015-04-22,2015,4,22,5.8,33.1,25.0,80.0,2,360,5847166.4,1641249.8465753424,2,0,0
2015-04-23,2015,4,23,0.0,34.1,24.4,69.0,2,360,5842720.8,1641352.610958904,3,0,0
2015-04-24,2015,4,24,0.0,34.9,25.9,69.0,2,360,5838275.2,1641455.3753424657,4,0,0
2015-04-25,2015,4,25,0.0,35.2,25.3,71.0,2,360,5833829.6,1641558.1397260274,5,1,0
2015-04-26,2015,4,26,4.2,34.6,25.6,73.0,2,360,5829384.0,1641660.904109589,6,1,0
2015-04-27,2015,4,27,47.8,34.7,24.2,72.0,3,180,5824938.4,1641763.6684931507,0,0,0
2015-04-28,2015,4,28,2.2,34.6,25.0,76.0,2,180,5820492.8,1641866.4328767124,1,0,0
2015-04-29,2015,4,29,0.0,33.7,26.2,76.0,1,40,5816047.2,1641969.197260274,2,0,0
2015-04-30,2015,4,30,1.4,35.1,25.4,75.0,2,20,5811601.6,1642071.9616438355,3,0,0
2015-05-01,2015,5,1,30.0,33.3,26.0,83.0,2,180,5807156.0,1642174.7260273972,4,0,0
2015-05-02,2015,5,2,58.6,34.0,24.8,79.0,1,180,5808139.70967742,1642277.4904109589,5,1,0
2015-05-03,2015,5,3,29.6,33.4,26.3,82.0,1,360,5809123.419354838,1642380.2547945206,6,1,0
2015-05-04,2015,5,4,0.6,33.1,25.1,81.0,2,40,5810107.129032258,1642483.0191780822,0,0,0
2015-05-05,2015,5,5,11.8,34.9,26.0,76.0,3,40,5811090.838709678,1642585.783561644,1,0,0
2015-05-06,2015,5,6,0.0,32.6,25.2,79.0,2,180,5812074.548387097,1642688.5479452056,2,0,0
2015-05-07,2015,5,7,15.4,33.0,26.8,77.0,2,180,5813058.258064516,1642791.312328767,3,0,0
2015-05-08,2015,5,8,1.8,32.1,26.6,81.0,2,180,5814041.967741936,1642894.0767123287,4,0,0
2015-05-09,2015,5,9,0.0,34.0,26.6,77.0,2,180,5815025.677419355,1642996.8410958904,5,1,0
2015-05-10,2015,5,10,0.6,33.3,24.8,78.0,2,180,5816009.387096774,1643099.605479452,6,1,0
2015-05-11,2015,5,11,1.2,33.3,26.1,78.0,2,180,5816993.096774193,1643202.3698630135,0,0,0
2015-05-12,2015,5,12,0.8,35.0,25.8,76.0,2,40,5817976.806451613,1643305.1342465754,1,0,0
2015-05-13,2015,5,13,0.4,35.4,25.8,68.0,2,360,5818960.516129033,1643407.898630137,2,0,0
2015-05-14,2015,5,14,0.0,35.0,25.4,71.0,2,40,5819944.225806451,1643510.6630136983,3,0,0
2015-05-15,2015,5,15,21.0,34.7,24.6,72.0,2,20,5820927.935483871,1643613.4273972602,4,0,0
2015-05-16,2015,5,16,31.8,33.4,25.1,78.0,2,180,5821911.645161291,1643716.191780822,5,1,0
2015-05-17,2015,5,17,19.7,29.8,26.2,89.0,1,180,5822895.354838709,1643818.9561643836,6,1,0
2015-05-18,2015,5,18,7.6,32.8,26.1,82.0,2,180,5823879.064516129,1643921.7205479452,0,0,0
2015-05-19,2015,5,19,2.6,32.8,26.0,87.0,1,320,5824862.774193549,1644024.484931507,1,0,0
2015-05-20,2015,5,20,0.0,32.7,25.8,80.0,2,180,5825846.483870967,1644127.2493150686,2,0,0
2015-05-21,2015,5,21,0.0,33.2,26.2,80.0,2,180,5826830.193548387,1644230.01369863,3,0,0
2015-05-22,2015,5,22,0.5,33.3,26.9,78.0,2,180,5827813.903225807,1644332.7780821917,4,0,0
2015-05-23,2015,5,23,0.0,34.1,26.1,75.0,2,180,5828797.612903226,1644435.5424657534,5,1,0
2015-05-24,2015,5,24,3.0,33.6,26.5,77.0,2,180,5829781.322580645,1644538.306849315,6,1,0
2015-05-25,2015,5,25,0.4,32.6,25.8,81.0,2,180,5830765.0322580645,1644641.0712328767,0,0,0
2015-05-26,2015,5,26,8.0,34.0,26.2,75.0,2,180,5831748.741935484,1644743.8356164384,1,0,0
2015-05-27,2015,5,27,0.0,33.8,26.4,76.0,2,180,5832732.451612903,1644846.6,2,0,0
2015-05-28,2015,5,28,0.4,35.0,27.4,72.0,2,180,5833716.161290322,1644949.3643835615,3,0,0
2015-05-29,2015,5,29,0.2,32.8,25.0,80.0,1,180,5834699.870967742,1645052.1287671232,4,0,0
2015-05-30,2015,5,30,0.0,33.1,25.8,76.0,2,180,5835683.580645162,1645154.893150685,5,1,0
2015-05-31,2015,5,31,0.0,33.4,25.7,76.0,1,180,5836667.29032258,1645257.6575342466,6,1,0
2015-06-01,2015,6,1,10.0,33.0,24.7,85.0,1,40,5837651.0,1645360.4219178082,0,0,1
2015-06-02,2015,6,2,61.6,33.6,25.7,80.0,2,360,5837127.5,1645463.18630137,1,0,1
2015-06-03,2015,6,3,113.2,33.7,24.2,82.0,1,180,5836604.0,1645565.9506849316,2,0,1
2015-06-04,2015,6,4,0.0,33.0,26.0,81.0,1,180,5836080.5,1645668.715068493,3,0,1
2015-06-05,2015,6,5,1.0,33.0,26.5,82.0,2,180,5835557.0,1645771.4794520547,4,0,1
2015-06-06,2015,6,6,0.0,33.0,25.3,78.0,2,180,5835033.5,1645874.2438356164,5,1,1
2015-06-07,2015,6,7,0.0,33.4,26.7,78.0,2,180,5834510.0,1645977.008219178,6,1,1
2015-06-08,2015,6,8,21.4,34.4,24.5,76.0,2,180,5833986.5,1646079.7726027395,0,0,1
2015-06-09,2015,6,9,1.8,33.1,25.8,84.0,1,180,5833463.0,1646182.5369863014,1,0,1
2015-06-10,2015,6,10,3.8,33.3,25.0,82.0,1,60,5832939.5,1646285.301369863,2,0,1
2015-06-11,2015,6,11,3.1,33.5,24.6,79.0,1,360,5832416.0,1646388.0657534243,3,0,1
2015-06-12,2015,6,12,0.0,33.6,26.4,78.0,1,180,5831892.5,1646490.8301369862,4,0,1
2015-06-13,2015,6,13,3.2,34.0,25.0,79.0,2,40,5831369.0,1646593.594520548,5,1,1
2015-06-14,2015,6,14,3.4,33.1,25.1,81.0,1,180,5830845.5,1646696.3589041096,6,1,1
2015-06-15,2015,6,15,0.0,33.0,25.7,81.0,2,180,5830322.0,1646799.1232876712,0,0,1
2015-06-16,2015,6,16,1.2,33.7,24.2,81.0,2,180,5829798.5,1646901.887671233,1,0,1
2015-06-17,2015,6,17,2.4,33.4,25.5,81.0,1,60,5829275.0,1647004.6520547946,2,0,1
2015-06-18,2015,6,18,1.25,29.4,25.7,89.0,1,40,5828751.5,1647107.4164383565,3,0,1
2015-06-19,2015,6,19,0.1,31.9,26.1,85.0,1,180,5828228.0,1647210.1808219175,4,0,1
2015-06-20,2015,6,20,0.6499999999999999,32.3,25.3,81.0,1,180,5827704.5,1647312.9452054794,5,1,1
2015-06-21,2015,6,21,1.2,33.0,25.3,81.0,1,40,5827181.0,1647415.709589041,6,1,1
2015-06-22,2015,6,22,1.0,29.7,25.6,87.0,1,40,5826657.5,1647518.4739726027,0,0,1
2015-06-23,2015,6,23,0.5,31.9,25.8,79.0,2,320,5826134.0,1647621.2383561644,1,0,1
2015-06-24,2015,6,24,8.3,27.0,24.8,92.0,1,320,5825610.5,1647724.002739726,2,0,1
2015-06-25,2015,6,25,15.9,29.2,24.0,88.0,1,320,5825087.0,1647826.7671232878,3,0,1
2015-06-26,2015,6,26,3.6,30.0,24.8,89.0,1,320,5824563.5,1647929.5315068492,4,0,1
2015-06-27,2015,6,27,29.1,33.0,23.6,85.0,1,320,5824040.0,1648032.295890411,5,1,1
2015-06-28,2015,6,28,0.0,32.0,24.7,85.0,1,320,5823516.5,1648135.0602739726,6,1,1
2015-06-29,2015,6,29,0.0,31.0,24.0,86.0,2,320,5822993.0,1648237.8246575342,0,0,1
2015-06-30,2015,6,30,0.0,33.0,24.2,80.0,1,180,5822469.5,1648340.589041096,1,0,1
2015-07-01,2015,7,1,1.0,31.8,25.4,83.0,1,360,5821946.0,1648443.3534246576,2,0,1
2015-07-02,2015,7,2,3.0,31.7,24.9,83.0,2,180,5826345.967741936,1648546.1178082193,3,0,1
2015-07-03,2015,7,3,1.0,31.4,26.4,80.0,2,180,5830745.935483871,1648648.8821917807,4,0,1
2015-07-04,2015,7,4,0.5,32.0,26.8,80.0,3,180,5835145.903225807,1648751.6465753424,5,1,1
2015-07-05,2015,7,5,0.0,32.1,26.6,81.0,2,180,5839545.870967742,1648854.410958904,6,1,1
2015-07-06,2015,7,6,0.0,32.8,26.6,78.0,3,180,5843945.838709678,1648957.1753424658,0,0,1
2015-07-07,2015,7,7,0.0,32.2,26.8,83.0,2,180,5848345.806451613,1649059.9397260274,1,0,1
2015-07-08,2015,7,8,0.0,31.2,26.8,81.0,3,180,5852745.774193549,1649162.704109589,2,0,1
2015-07-09,2015,7,9,0.0,31.6,27.2,83.0,3,180,5857145.741935484,1649265.4684931508,3,0,1
2015-07-10,2015,7,10,0.0,31.1,26.7,83.0,2,180,5861545.70967742,1649368.2328767122,4,0,1
2015-07-11,2015,7,11,0.0,31.3,26.0,83.0,2,180,5865945.677419355,1649470.997260274,5,1,1
2015-07-12,2015,7,12,0.0,31.8,26.8,79.0,3,180,5870345.645161291,1649573.7616438356,6,1,1
2015-07-13,2015,7,13,0.8,31.8,26.0,79.0,3,180,5874745.612903226,1649676.5260273973,0,0,1
2015-07-14,2015,7,14,0.0,33.0,26.2,76.0,2,180,5879145.580645162,1649779.290410959,1,0,1
2015-07-15,2015,7,15,0.0,34.0,26.4,74.0,3,180,5883545.548387097,1649882.0547945206,2,0,1
2015-07-16,2015,7,16,0.0,32.2,26.8,77.0,2,180,5887945.516129033,1649984.8191780825,3,0,1
2015-07-17,2015,7,17,0.0,32.1,25.7,77.0,2,180,5892345.483870967,1650087.5835616435,4,0,1
2015-07-18,2015,7,18,0.0,33.0,25.2,76.0,2,180,5896745.451612903,1650190.3479452054,5,1,1
2015-07-19,2015,7,19,0.0,33.6,25.8,73.0,2,180,5901145.419354838,1650293.112328767,6,1,1
2015-07-20,2015,7,20,1.4,32.5,25.8,79.0,2,180,5905545.387096774,1650395.8767123288,0,0,1
2015-07-21,2015,7,21,2.8,32.7,23.6,77.0,2,180,5909945.354838709,1650498.6410958904,1,0,1
2015-07-22,2015,7,22,0.4,32.8,23.7,79.0,2,180,5914345.322580645,1650601.405479452,2,0,1
2015-07-23,2015,7,23,1.8,33.2,25.0,79.0,2,180,5918745.29032258,1650704.1698630138,3,0,1
2015-07-24,2015,7,24,48.1,32.5,23.0,82.0,1,360,5923145.258064516,1650806.9342465757,4,0,1
2015-07-25,2015,7,25,1.8,32.6,24.0,78.0,2,180,5927545.225806451,1650909.698630137,5,1,1
2015-07-26,2015,7,26,51.0,32.0,23.0,84.0,1,360,5931945.193548387,1651012.4630136986,6,1,1
2015-07-27,2015,7,27,0.0,31.6,23.9,82.0,2,180,5936345.161290322,1651115.2273972605,0,0,1
2015-07-28,2015,7,28,6.6,33.2,23.8,79.0,2,180,5940745.129032258,1651217.991780822,1,0,1
2015-07-29,2015,7,29,8.8,33.0,23.8,82.0,1,40,5945145.096774193,1651320.7561643836,2,0,1
2015-07-30,2015,7,30,19.8,33.4,24.0,80.0,2,180,5949545.064516129,1651423.5205479453,3,0,1
2015-07-31,2015,7,31,3.0,31.9,24.0,87.0,2,180,5953945.0322580645,1651526.284931507,4,0,1
2015-08-01,2015,8,1,1.0,32.4,24.9,83.0,1,360,5958345.0,1651629.0493150684,5,1,1
2015-08-02,2015,8,2,0.2,31.9,24.8,84.0,1,180,5964525.967741936,1651731.81369863,6,1,1
2015-08-03,2015,8,3,7.8,31.8,25.2,86.0,1,180,5970706.935483871,1651834.5780821918,0,0,1
2015-08-04,2015,8,4,6.2,30.4,24.7,89.0,1,180,5976887.903225807,1651937.3424657534,1,0,1
2015-08-05,2015,8,5,1.2,30.0,25.8,86.0,2,180,5983068.870967742,1652040.106849315,2,0,1
2015-08-06,2015,8,6,1.4,30.8,23.0,81.0,3,180,5989249.838709678,1652142.8712328768,3,0,1
2015-08-07,2015,8,7,0.7,30.9,26.6,78.0,4,180,5995430.806451613,1652245.6356164385,4,0,1
2015-08-08,2015,8,8,0.0,31.0,26.0,77.0,3,180,6001611.774193549,1652348.4,5,1,1
2015-08-09,2015,8,9,0.0,31.0,25.9,78.0,3,180,6007792.741935484,1652451.1643835616,6,1,1
2015-08-10,2015,8,10,0.0,31.5,25.6,81.0,3,180,6013973.70967742,1652553.9287671233,0,0,1
2015-08-11,2015,8,11,0.0,32.6,26.6,78.0,2,180,6020154.677419355,1652656.693150685,1,0,1
2015-08-12,2015,8,12,0.2,32.2,26.4,84.0,2,180,6026335.645161291,1652759.4575342466,2,0,1
2015-08-13,2015,8,13,1.0,32.8,24.0,80.0,2,180,6032516.612903226,1652862.2219178083,3,0,1
2015-08-14,2015,8,14,0.8,33.7,25.7,76.0,1,180,6038697.580645162,1652964.98630137,4,0,1
2015-08-15,2015,8,15,0.2,33.3,24.5,80.0,2,180,6044878.548387097,1653067.7506849314,5,1,1
2015-08-16,2015,8,16,8.9,31.6,24.1,86.0,2,180,6051059.516129033,1653170.515068493,6,1,1
2015-08-17,2015,8,17,12.6,32.8,24.2,83.0,2,180,6057240.483870967,1653273.2794520548,0,0,1
2015-08-18,2015,8,18,4.4,33.2,25.2,83.0,1,180,6063421.451612903,1653376.0438356164,1,0,1
2015-08-19,2015,8,19,2.2,31.4,25.0,80.0,2,180,6069602.419354838,1653478.808219178,2,0,1
2015-08-20,2015,8,20,0.0,32.7,26.4,77.0,3,180,6075783.387096774,1653581.5726027398,3,0,1
2015-08-21,2015,8,21,0.0,32.6,26.7,81.0,2,180,6081964.354838709,1653684.3369863017,4,0,1
2015-08-22,2015,8,22,0.0,32.0,24.7,79.0,3,180,6088145.322580645,1653787.101369863,5,1,1
2015-08-23,2015,8,23,0.0,32.3,24.8,77.0,3,180,6094326.29032258,1653889.8657534246,6,1,1
2015-08-24,2015,8,24,0.0,32.0,25.4,81.0,3,180,6100507.258064516,1653992.6301369865,0,0,1
2015-08-25,2015,8,25,0.0,32.0,24.3,80.0,2,180,6106688.225806451,1654095.394520548,1,0,1
2015-08-26,2015,8,26,0.0,32.4,25.0,77.0,2,180,6112869.193548387,1654198.1589041096,2,0,1
2015-08-27,2015,8,27,0.0,34.1,25.0,73.0,2,40,6119050.161290322,1654300.9232876713,3,0,1
2015-08-28,2015,8,28,0.0,33.6,25.3,79.0,2,180,6125231.129032258,1654403.687671233,4,0,1
2015-08-29,2015,8,29,0.0,34.0,26.1,75.0,2,180,6131412.096774193,1654506.4520547944,5,1,1
2015-08-30,2015,8,30,0.0,33.7,27.0,74.0,2,180,6137593.064516129,1654609.216438356,6,1,1
2015-08-31,2015,8,31,0.0,32.7,25.1,81.0,1,360,6143774.0322580645,1654711.9808219178,0,0,1
2015-09-01,2015,9,1,0.0,34.5,25.0,75.0,2,180,6149955.0,1654814.7452054794,1,0,1
2015-09-02,2015,9,2,0.4,33.8,27.0,78.0,2,180,6141089.7,1654917.5095890411,2,0,1
2015-09-03,2015,9,3,15.8,33.6,26.3,76.0,2,180,6132224.4,1655020.2739726028,3,0,1
2015-09-04,2015,9,4,1.8,33.2,25.7,80.0,2,180,6123359.1,1655123.0383561645,4,0,1
2015-09-05,2015,9,5,5.6,32.5,24.7,84.0,1,180,6114493.8,1655225.802739726,5,1,1
2015-09-06,2015,9,6,0.0,33.1,25.7,83.0,1,180,6105628.5,1655328.5671232876,6,1,1
2015-09-07,2015,9,7,0.0,32.7,25.8,78.0,2,180,6096763.2,1655431.3315068493,0,0,1
2015-09-08,2015,9,8,0.0,32.8,25.0,78.0,2,180,6087897.9,1655534.095890411,1,0,1
2015-09-09,2015,9,9,0.0,33.0,27.0,75.0,2,180,6079032.6,1655636.8602739726,2,0,1
2015-09-10,2015,9,10,0.5,32.1,25.2,80.0,2,180,6070167.3,1655739.6246575343,3,0,1
2015-09-11,2015,9,11,14.8,32.1,25.6,85.0,1,180,6061302.0,1655842.389041096,4,0,1
2015-09-12,2015,9,12,0.0,34.2,26.0,78.0,2,180,6052436.7,1655945.1534246576,5,1,1
2015-09-13,2015,9,13,7.4,32.9,24.8,83.0,2,180,6043571.4,1656047.917808219,6,1,1
2015-09-14,2015,9,14,22.4,31.0,24.0,90.0,1,40,6034706.1,1656150.6821917808,0,0,1
2015-09-15,2015,9,15,0.4,31.7,25.0,85.0,1,180,6025840.8,1656253.4465753424,1,0,1
2015-09-16,2015,9,16,3.52,32.0,24.0,84.0,1,360,6016975.5,1656356.210958904,2,0,1
2015-09-17,2015,9,17,6.640000000000001,33.8,26.3,77.0,1,180,6008110.2,1656458.9753424658,3,0,1
2015-09-18,2015,9,18,9.76,33.9,25.8,79.0,2,180,5999244.9,1656561.7397260277,4,0,1
2015-09-19,2015,9,19,12.88,32.4,25.0,84.0,1,360,5990379.6,1656664.5041095892,5,1,1
2015-09-20,2015,9,20,16.0,34.3,24.3,82.0,2,180,5981514.3,1656767.2684931506,6,1,1
2015-09-21,2015,9,21,10.666666666666668,33.4,25.0,82.0,2,180,5972649.0,1656870.0328767125,0,0,1
2015-09-22,2015,9,22,5.333333333333334,32.0,25.8,82.0,2,160,5963783.7,1656972.797260274,1,0,1
2015-09-23,2015,9,23,0.0,33.8,25.0,77.0,1,180,5954918.4,1657075.5616438356,2,0,1
2015-09-24,2015,9,24,2.8,32.8,25.8,84.0,1,40,5946053.1,1657178.3260273973,3,0,1
2015-09-25,2015,9,25,1.4,32.0,26.0,73.0,1,40,5937187.8,1657281.090410959,4,0,1
2015-09-26,2015,9,26,0.0,33.0,24.7,74.0,1,180,5928322.5,1657383.854794521,5,1,1
2015-09-27,2015,9,27,0.1,32.4,26.7,81.0,2,180,5919457.2,1657486.619178082,6,1,1
2015-09-28,2015,9,28,0.2,32.6,25.7,77.0,2,180,5910591.9,1657589.3835616438,0,0,1
2015-09-29,2015,9,29,0.2,33.0,24.8,81.0,1,180,5901726.6,1657692.1479452054,1,0,1
2015-09-30,2015,9,30,3.2,31.4,23.4,83.0,1,180,5892861.3,1657794.9123287671,2,0,1
2015-10-01,2015,10,1,2.2,33.0,24.8,82.0,2,180,5883996.0,1657897.6767123288,3,0,1
2015-10-02,2015,10,2,0.0,33.0,25.0,80.0,2,180,5886854.967741936,1658000.4410958905,4,0,1
2015-10-03,2015,10,3,28.1,33.4,24.8,79.0,1,180,5889713.935483871,1658103.2054794522,5,1,1
2015-10-04,2015,10,4,56.2,32.4,24.2,85.0,1,360,5892572.903225807,1658205.9698630136,6,1,1
2015-10-05,2015,10,5,0.0,33.4,24.8,81.0,2,180,5895431.870967742,1658308.7342465753,0,0,1
2015-10-06,2015,10,6,1.2,34.1,24.7,79.0,1,180,5898290.838709678,1658411.498630137,1,0,1
2015-10-07,2015,10,7,13.8,33.7,24.0,83.0,2,200,5901149.806451613,1658514.2630136986,2,0,1
2015-10-08,2015,10,8,38.4,32.8,23.4,83.0,2,180,5904008.774193549,1658617.0273972603,3,0,1
2015-10-09,2015,10,9,39.1,33.0,24.8,84.0,2,180,5906867.741935484,1658719.791780822,4,0,1
2015-10-10,2015,10,10,0.0,32.3,25.8,84.0,2,180,5909726.70967742,1658822.5561643837,5,1,1
2015-10-11,2015,10,11,40.6,32.6,24.0,83.0,1,180,5912585.677419355,1658925.320547945,6,1,1
2015-10-12,2015,10,12,28.8,33.5,24.4,82.0,2,160,5915444.645161291,1659028.0849315068,0,0,1
2015-10-13,2015,10,13,24.0,33.0,23.8,82.0,1,180,5918303.612903226,1659130.8493150685,1,0,1
2015-10-14,2015,10,14,0.6,33.2,25.4,79.0,1,70,5921162.580645162,1659233.61369863,2,0,1
2015-10-15,2015,10,15,11.9,33.1,24.2,86.0,1,180,5924021.548387097,1659336.3780821918,3,0,1
2015-10-16,2015,10,16,16.9,31.2,24.7,91.0,1,180,5926880.516129033,1659439.1424657537,4,0,1
2015-10-17,2015,10,17,8.45,32.7,28.0,77.0,3,180,5929739.483870967,1659541.9068493152,5,1,1
2015-10-18,2015,10,18,0.0,32.0,26.9,79.0,2,180,5932598.451612903,1659644.6712328766,6,1,1
2015-10-19,2015,10,19,0.0,32.5,25.8,82.0,2,180,5935457.419354838,1659747.4356164385,0,0,1
2015-10-20,2015,10,20,0.0,31.6,27.2,78.0,3,180,5938316.387096774,1659850.2,1,0,1
2015-10-21,2015,10,21,0.0,32.6,26.1,80.0,3,180,5941175.354838709,1659952.9643835616,2,0,1
2015-10-22,2015,10,22,0.0,31.9,26.0,81.0,2,180,5944034.322580645,1660055.7287671233,3,0,1
2015-10-23,2015,10,23,0.0,31.1,25.4,81.0,2,180,5946893.29032258,1660158.493150685,4,0,1
2015-10-24,2015,10,24,0.0,33.0,24.0,82.0,1,180,5949752.258064516,1660261.257534247,5,1,1
2015-10-25,2015,10,25,0.0,32.5,25.1,80.0,2,20,5952611.225806451,1660364.0219178083,6,1,1
2015-10-26,2015,10,26,0.0,33.8,24.0,73.0,2,70,5955470.193548387,1660466.7863013698,0,0,1
2015-10-27,2015,10,27,0.5,34.1,25.7,75.0,2,40,5958329.161290322,1660569.5506849317,1,0,1
2015-10-28,2015,10,28,1.0,32.7,25.0,80.0,2,360,5961188.129032258,1660672.3150684931,2,0,1
2015-10-29,2015,10,29,0.5,31.7,24.2,83.0,2,360,5964047.096774193,1660775.0794520548,3,0,1
2015-10-30,2015,10,30,0.0,34.0,26.0,77.0,3,360,5966906.064516129,1660877.8438356165,4,0,1
2015-10-31,2015,10,31,0.55,33.2,25.6,78.0,2,360,5969765.0322580645,1660980.6082191782,5,1,1
2015-11-01,2015,11,1,1.1,33.3,25.3,80.0,2,20,5972624.0,1661083.3726027398,6,1,1
2015-11-02,2015,11,2,0.6,32.2,25.2,82.0,1,360,5970010.4,1661186.1369863013,0,0,1
2015-11-03,2015,11,3,0.2,32.8,24.8,82.0,2,360,5967396.8,1661288.901369863,1,0,1
2015-11-04,2015,11,4,0.0,33.0,25.2,80.0,2,20,5964783.2,1661391.6657534246,2,0,1
2015-11-05,2015,11,5,4.2,33.2,24.8,81.0,1,20,5962169.6,1661494.4301369863,3,0,1
2015-11-06,2015,11,6,1.2,30.4,24.8,87.0,2,20,5959556.0,1661597.194520548,4,0,1
2015-11-07,2015,11,7,20.0,33.1,24.7,84.0,1,360,5956942.4,1661699.9589041097,5,1,1
2015-11-08,2015,11,8,0.2,31.7,25.2,85.0,2,40,5954328.8,1661802.723287671,6,1,1
2015-11-09,2015,11,9,11.0,33.3,24.9,82.0,2,360,5951715.2,1661905.4876712328,0,0,1
2015-11-10,2015,11,10,37.6,32.6,24.2,89.0,1,360,5949101.6,1662008.2520547945,1,0,1
2015-11-11,2015,11,11,0.0,33.0,24.8,81.0,2,40,5946488.0,1662111.016438356,2,0,1
2015-11-12,2015,11,12,1.5,32.7,25.3,81.0,2,360,5943874.4,1662213.7808219178,3,0,1
